index,Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1982,3AG0510,440606,448125,1,Leeds 2016,16/10/2016,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,85,Mobility Scooter
1983,3AG0599,430218,434371,2,Leeds 2016,16/10/2016,1039,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Male,23,Car
1984,3AG0599,430218,434371,2,Leeds 2016,16/10/2016,1039,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Male,22,Car
1985,3AG0599,430218,434371,2,Leeds 2016,16/10/2016,1039,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,51,Car
1986,3AG0599,430218,434371,2,Leeds 2016,16/10/2016,1039,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Serious,Female,53,Car
1987,3AG1321,421708,435106,2,Leeds 2016,16/10/2016,1735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,Pedal cycle
1988,3AH0238,428427,428662,3,Leeds 2016,17/10/2016,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,33,Car
1989,3AH1012,435318,439376,1,Leeds 2016,17/10/2016,1615,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,65,Bus or coach (17 or more passenger seats)
1990,3AI0424,422723,437829,1,Leeds 2016,18/10/2016,1026,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,75,Car
1991,3AI0512,429961,431811,2,Leeds 2016,18/10/2016,1131,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,17,Pedal cycle
1992,3AI0999,424139,428159,2,Leeds 2016,18/10/2016,1610,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Car
1993,3AI0999,424139,428159,2,Leeds 2016,18/10/2016,1610,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,Car
1994,3AI1210,426046,428250,2,Leeds 2016,18/10/2016,1610,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,Goods vehicle 3.5 tonnes mgw and under
1995,3AJ0450,429776,438891,2,Leeds 2016,19/10/2016,1440,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,Car
1996,3AJ0508,440117,439660,2,Leeds 2016,19/10/2016,1150,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,Car
1997,3AJ0659,425467,432874,2,Leeds 2016,15/10/2016,1420,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,29,Car
1998,3AJ0659,425467,432874,2,Leeds 2016,15/10/2016,1420,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,11,Car
1999,3AJ0659,425467,432874,2,Leeds 2016,15/10/2016,1420,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,8,Car
2000,3AJ0659,425467,432874,2,Leeds 2016,15/10/2016,1420,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,2,Car
2001,3AJ0978,428896,425982,4,Leeds 2016,19/10/2016,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,38,Car
2002,3AJ0978,428896,425982,4,Leeds 2016,19/10/2016,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,35,Car
2003,3AJ1322,427421,435989,2,Leeds 2016,19/10/2016,1900,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,25,Pedal cycle
2004,3AJ1419,432548,434901,1,Leeds 2016,19/10/2016,1946,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,13,Car
2005,3AJ1442,432437,433773,2,Leeds 2016,19/10/2016,1958,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,44,Pedal cycle
2006,3AK0298,431805,435832,2,Leeds 2016,20/10/2016,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under
2007,3AK0298,431805,435832,2,Leeds 2016,20/10/2016,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,Car
2008,3AK0298,431805,435832,2,Leeds 2016,20/10/2016,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,51,Car
2009,3AK0502,434070,428866,1,Leeds 2016,20/10/2016,700,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,36,Car
2010,3AK0616,428129,430352,2,Leeds 2016,20/10/2016,645,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,24,Pedal cycle
2011,3AK0900,429663,433431,1,Leeds 2016,20/10/2016,1115,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,47,Bus or coach (17 or more passenger seats)
2012,3AK1016,426433,433303,2,Leeds 2016,20/10/2016,1527,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,Car
2013,3AK1016,426433,433303,2,Leeds 2016,20/10/2016,1527,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car
2014,3AK1051,427915,430175,3,Leeds 2016,20/10/2016,1559,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,31,Car
2015,3AK1051,427915,430175,3,Leeds 2016,20/10/2016,1559,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,32,Car
2016,3AK1051,427915,430175,3,Leeds 2016,20/10/2016,1559,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car
2017,3AK1051,427915,430175,3,Leeds 2016,20/10/2016,1559,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,9,Car
2018,3AK1157,431847,427707,1,Leeds 2016,20/10/2016,1640,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Male,15,Car
2019,3AK1380,431896,434951,2,Leeds 2016,20/10/2016,1830,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,24,Car
2020,3AK1641,433290,434051,2,Leeds 2016,20/10/2016,2035,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Serious,Male,37,Pedal cycle
2021,3AL0193,425213,437870,2,Leeds 2016,21/10/2016,709,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,59,Car
2022,3AL0206,429826,434396,2,Leeds 2016,21/10/2016,720,A(M),Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,30,Car
2023,3AL0251,433863,429534,2,Leeds 2016,21/10/2016,815,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,35,Motorcycle over 500cc
2024,3AL0691,428534,434285,2,Leeds 2016,20/10/2016,1840,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,57,Bus or coach (17 or more passenger seats)
2025,3AL0691,428534,434285,2,Leeds 2016,20/10/2016,1840,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,63,Bus or coach (17 or more passenger seats)
2026,3AL0691,428534,434285,2,Leeds 2016,20/10/2016,1840,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,72,Bus or coach (17 or more passenger seats)
2027,3AL1264,430250,433231,1,Leeds 2016,21/10/2016,1740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,25,Taxi/Private hire car
2028,3AL1893,436133,435578,1,Leeds 2016,21/10/2016,2255,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,Car
2029,3AM0599,429892,433800,1,Leeds 2016,22/10/2016,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,71,Pedal cycle
2030,3AM1126,429655,433381,2,Leeds 2016,22/10/2016,1618,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,Car
2031,3AM1209,432570,428094,2,Leeds 2016,22/10/2016,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,47,Car
2032,3AM1209,432570,428094,2,Leeds 2016,22/10/2016,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under
2033,3AM1209,432570,428094,2,Leeds 2016,22/10/2016,1700,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,47,Car
2034,3AM1209,432570,428094,2,Leeds 2016,22/10/2016,1700,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,11,Car
2035,3AM1209,432570,428094,2,Leeds 2016,22/10/2016,1700,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,9,Car
2036,3AM1263,435801,426891,2,Leeds 2016,22/10/2016,1650,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,45,Car
2037,3AM1263,435801,426891,2,Leeds 2016,22/10/2016,1650,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,36,Car
2038,3AM1372,428463,431349,2,Leeds 2016,22/10/2016,1830,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,23,Car
2039,3AM1372,428463,431349,2,Leeds 2016,22/10/2016,1830,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,34,Car
2040,3AM1609,419828,440701,2,Leeds 2016,22/10/2016,2045,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,29,Car
2041,3AN0678,417877,443330,2,Leeds 2016,23/10/2016,1145,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,39,Pedal cycle
2042,3AN0822,422771,428675,2,Leeds 2016,23/10/2016,1321,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,77,Car
2043,3AN1034,419960,434130,4,Leeds 2016,23/10/2016,1516,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Car
2044,3AN1034,419960,434130,4,Leeds 2016,23/10/2016,1516,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,27,Car
2045,3AN1034,419960,434130,4,Leeds 2016,23/10/2016,1516,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,66,Car
2046,3AN1034,419960,434130,4,Leeds 2016,23/10/2016,1516,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,38,Car
2047,3AN1036,430587,425741,2,Leeds 2016,23/10/2016,1518,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,20,Car
2048,3AN1449,429237,438605,2,Leeds 2016,23/10/2016,1845,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,21,Car
2049,3AN1449,429237,438605,2,Leeds 2016,23/10/2016,1845,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,42,Car
2050,3AN1449,429237,438605,2,Leeds 2016,23/10/2016,1845,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,16,Car
2051,3AO0327,428686,434950,2,Leeds 2016,24/10/2016,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,Pedal cycle
2052,3AO0549,427844,430860,1,Leeds 2016,24/10/2016,910,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,21,Bus or coach (17 or more passenger seats)
2053,3AO0549,427844,430860,1,Leeds 2016,24/10/2016,910,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Male,1,Bus or coach (17 or more passenger seats)
2054,3AO0750,430716,435010,2,Leeds 2016,24/10/2016,1342,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,19,Taxi/Private hire car
2055,3AO0993,428601,432822,2,Leeds 2016,24/10/2016,1538,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,30,Car
2056,3AO0993,428601,432822,2,Leeds 2016,24/10/2016,1538,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,26,Car
2057,3AO1002,424929,427641,2,Leeds 2016,22/10/2016,1430,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,29,Car
2058,3AO1097,433877,436496,1,Leeds 2016,24/10/2016,1625,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Male,18,Motorcycle over 125cc and up to 500cc
2059,3AO1221,431450,435578,2,Leeds 2016,24/10/2016,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,Car
2060,3AO1221,431450,435578,2,Leeds 2016,24/10/2016,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car
2061,3AP0255,432177,434627,2,Leeds 2016,25/10/2016,702,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,37,Pedal cycle
2062,3AP0288,428629,434184,2,Leeds 2016,25/10/2016,715,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver or rider,Serious,Male,34,Pedal cycle
2063,3AP0995,430833,434014,2,Leeds 2016,25/10/2016,1557,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,51,Pedal cycle
2064,3AP1308,430222,434406,2,Leeds 2016,25/10/2016,1821,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,32,Pedal cycle
2065,3AP1417,431885,434905,1,Leeds 2016,25/10/2016,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,4,Goods vehicle 3.5 tonnes mgw and under
2066,3AQ0302,436233,434285,2,Leeds 2016,26/10/2016,835,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,34,Pedal cycle
2067,3AQ0489,430576,433446,1,Leeds 2016,26/10/2016,1115,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,48,Bus or coach (17 or more passenger seats)
2068,3AQ0622,428674,434618,2,Leeds 2016,26/10/2016,1251,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,Car
2069,3AQ0622,428674,434618,2,Leeds 2016,26/10/2016,1251,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,6,Car
2070,3AQ0775,442390,445860,2,Leeds 2016,26/10/2016,1408,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,Car
2071,3AQ0911,443616,435523,3,Leeds 2016,26/10/2016,1514,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,Car
2072,3AQ0911,443616,435523,3,Leeds 2016,26/10/2016,1514,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,31,Car
2073,3AQ0911,443616,435523,3,Leeds 2016,26/10/2016,1514,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,13,Car
2074,3AQ1178,429255,435644,1,Leeds 2016,26/10/2016,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,21,Taxi/Private hire car
2075,3AQ1413,431253,437843,1,Leeds 2016,26/10/2016,1850,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Driver or rider,Slight,Female,29,Car
2076,3AQ1464,436173,434517,2,Leeds 2016,26/10/2016,1755,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,68,Bus or coach (17 or more passenger seats)
2077,3AQ1580,420965,434367,2,Leeds 2016,26/10/2016,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,40,Car
2078,3AR1122,429826,432960,2,Leeds 2016,27/10/2016,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,53,Pedal cycle
2079,3AR1181,427519,433839,2,Leeds 2016,27/10/2016,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,52,Motorcycle over 500cc
2080,3AR1229,431624,426417,2,Leeds 2016,27/10/2016,1730,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,61,Car
2081,3AR1956,428044,435069,2,Leeds 2016,27/10/2016,2335,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,22,Car
2082,3AR1956,428044,435069,2,Leeds 2016,27/10/2016,2335,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,38,Car
2083,3AR1956,428044,435069,2,Leeds 2016,27/10/2016,2335,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,19,Car
2084,3AS0267,430784,433454,2,Leeds 2016,28/10/2016,708,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,20,Pedal cycle
2085,3AS0285,434619,441231,2,Leeds 2016,28/10/2016,730,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,25,Car
2086,3AS0296,427954,430306,2,Leeds 2016,28/10/2016,735,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,59,Pedal cycle
2087,3AS0532,431002,435795,2,Leeds 2016,27/10/2016,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,Car
2088,3AS1083,424112,434586,4,Leeds 2016,28/10/2016,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under
2089,3AS1114,426835,438058,2,Leeds 2016,28/10/2016,1610,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,79,Car
2090,3AT0612,438888,432555,1,Leeds 2016,29/10/2016,1009,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,41,Goods vehicle 7.5 tonnes mgw and over
2091,3AT0735,431202,429737,1,Leeds 2016,29/10/2016,1130,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,42,Taxi/Private hire car
2092,3AT0945,429739,433540,1,Leeds 2016,29/10/2016,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,21,Car
2093,3AT1230,427726,436479,2,Leeds 2016,29/10/2016,1610,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,15,Pedal cycle
2094,3AT1477,430247,433241,1,Leeds 2016,29/10/2016,1825,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,78,Minibus (8 – 16 passenger seats)
2095,3AT1878,429533,439290,2,Leeds 2016,29/10/2016,2150,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,46,Car
2096,3AU0297,428098,434518,2,Leeds 2016,30/10/2016,140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,33,Taxi/Private hire car
2097,3AU0297,428098,434518,2,Leeds 2016,30/10/2016,140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,39,Taxi/Private hire car
2098,3AU0624,427090,426097,1,Leeds 2016,30/10/2016,748,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,53,Motorcycle over 125cc and up to 500cc
2099,3AU0624,427090,426097,1,Leeds 2016,30/10/2016,748,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,54,Motorcycle over 125cc and up to 500cc
2100,3AU0629,436470,434065,2,Leeds 2016,30/10/2016,535,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,23,Car
2101,3AU1390,420591,440142,2,Leeds 2016,30/10/2016,1614,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,76,Car
2102,3AU1390,420591,440142,2,Leeds 2016,30/10/2016,1614,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,64,Car
2103,3AU1758,428837,436575,3,Leeds 2016,30/10/2016,1800,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,14,Pedal cycle
2104,3AU1758,428837,436575,3,Leeds 2016,30/10/2016,1800,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,14,Pedal cycle
2105,3AV0382,429588,434699,1,Leeds 2016,31/10/2016,930,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Taxi/Private hire car
2106,3AV0551,436182,434467,2,Leeds 2016,31/10/2016,1119,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,29,Car
2107,3AV0551,436182,434467,2,Leeds 2016,31/10/2016,1119,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,23,Car
2108,3AV1403,438513,430325,1,Leeds 2016,31/10/2016,1800,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,12,Car
2109,3AV1506,431937,439283,1,Leeds 2016,31/10/2016,1810,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,6,Car
2110,3B10350,431909,435733,2,Leeds 2016,01/11/2016,835,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Pedal cycle
2111,3B10454,430839,434003,2,Leeds 2016,01/11/2016,745,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Pedal cycle
2112,3B11347,430236,434413,2,Leeds 2016,01/11/2016,2330,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,24,Car
2113,3B11347,430236,434413,2,Leeds 2016,01/11/2016,2330,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,-1,Taxi/Private hire car
2114,3B20189,430147,437574,2,Leeds 2016,02/11/2016,725,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,62,Car
2115,3B20858,424151,428163,2,Leeds 2016,02/11/2016,1418,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,22,Car
2116,3B20858,424151,428163,2,Leeds 2016,02/11/2016,1418,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,Car
2117,3B21094,431913,435719,2,Leeds 2016,02/11/2016,1600,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,38,Goods vehicle 3.5 tonnes mgw and under
2118,3B21115,428718,426013,2,Leeds 2016,02/11/2016,1614,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car
2119,3B21115,428718,426013,2,Leeds 2016,02/11/2016,1614,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,50,Car
2120,3B21169,429030,431750,5,Leeds 2016,02/11/2016,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,31,Car
2121,3B21169,429030,431750,5,Leeds 2016,02/11/2016,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,36,Car
2122,3B21169,429030,431750,5,Leeds 2016,02/11/2016,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car
2123,3B21169,429030,431750,5,Leeds 2016,02/11/2016,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Male,31,Car
2124,3B21169,429030,431750,5,Leeds 2016,02/11/2016,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,10,Car
2125,3B21483,429788,430628,2,Leeds 2016,02/11/2016,1900,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,39,Pedal cycle
2126,3B30341,431491,435123,1,Leeds 2016,03/11/2016,915,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,24,Pedal cycle
2127,3B30392,441055,432040,2,Leeds 2016,03/11/2016,950,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,81,Car
2128,3B30392,441055,432040,2,Leeds 2016,03/11/2016,950,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Female,77,Car
2129,3B30883,422651,428775,2,Leeds 2016,02/11/2016,1730,B,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,36,Pedal cycle
2130,3B30992,430458,431163,1,Leeds 2016,03/11/2016,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
2131,3B31024,433423,437240,4,Leeds 2016,03/11/2016,1529,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,Car
2132,3B31024,433423,437240,4,Leeds 2016,03/11/2016,1529,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,8,Car
2133,3B31024,433423,437240,4,Leeds 2016,03/11/2016,1529,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,6,Car
2134,3B31024,433423,437240,4,Leeds 2016,03/11/2016,1529,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,46,Car
2135,3B31024,433423,437240,4,Leeds 2016,03/11/2016,1529,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,62,Car
2136,3B31108,431724,428501,1,Leeds 2016,03/11/2016,1530,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,10,Car
2137,3B31234,428294,432863,2,Leeds 2016,03/11/2016,1657,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,44,Car
2138,3B31258,427420,434987,2,Leeds 2016,03/11/2016,1710,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,33,Motorcycle over 50cc and up to 125cc
2139,3B31302,430940,433494,2,Leeds 2016,03/11/2016,1733,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,39,Car
2140,3B31302,430940,433494,2,Leeds 2016,03/11/2016,1733,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Vehicle or pillion passenger,Slight,Male,7,Car
2141,3B31302,430940,433494,2,Leeds 2016,03/11/2016,1733,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Vehicle or pillion passenger,Slight,Male,22,Car
2142,3B40563,440773,433630,1,Leeds 2016,04/11/2016,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,54,Car
